sentiment, tweet ,,,,,
2, One size doesn’t fit all - I support West Virginia Schools. Keep up the great work @WVGovernor Big Jim Justice -  I am with you! https://t.co/EomFLcBjlz,,,,,
2, “Iran to defy Uranium Stockpile Limits”,,,,,
2, Only Fake Polls show us behind the Motley Crew. We are looking really good but it is far too early to be focused on that. Much work to do! MAKE AMERICA GREAT AGAIN!,,,,,
2, Big Rally tomorrow night in Orlando Florida looks to be setting records. We are building large movie screens outside to take care of everybody. Over 100000 requests. Our Country is doing great far beyond what the haters &amp; losers thought possible - and it will only get better!,,,,,
2, Thank you Mr. Prime Minister a great honor! https://t.co/ozLz84g3i0,,,,,
0, RT @i24NEWS_EN: Earlier today @netanyahu and @USAmbIsrael held a ceremony for the inauguration of 'Trump Heights' — a town in #Israel's Go…,,,,,
2, RT @LindseyGrahamSC: Very glad to see Mexico working with President @realDonaldTrump to up their game and deal with immigration from Centra…,,,,,
0, Congratulations to Gary Woodland in winning the United States Open Golf Championship. Fantastic playing great heart - there will be more in Gary’s future!,,,,,
1, Rep. Alexandria Ocasio-Cortez. “I think we have a very real risk of losing the Presidency to Donald Trump.” I agree and that is the only reason they play the impeach card which cannot be legally used!,,,,,
1, Almost 70% in new Poll say don’t impeach. So ridiculous to even be talking about this subject when all of the crimes were committed by the other side. They can’t win the election fairly!,,,,,
0, RT @DanScavino: “Millennial fighting rare bone cancer responds to @JoeBiden vow: Law supported by @realDonaldTrump helped save my life” htt…,,,,,
1, So nice! https://t.co/oraaFoPByj,,,,,
1, ......If Republicans ever did that to the Democrats there would be all hell to pay. It would be a scandal like no other!,,,,,
1, When will the Fake News Media start asking Democrats if they are OK with the hiring of Christopher Steele a foreign agent paid for by Crooked Hillary and the DNC to dig up “dirt” and write a phony Dossier against the Presidential Candidate of the opposing party.........,,,,,
1, Thank you PM @Netanyahu and the State of Israel for this great honor!🇺🇸🇮🇱 https://t.co/OUcf6s98UX,,,,,
1, https://t.co/9T50NuGW28,,,,,
2, Happy Father’s Day to all including my worst and most vicious critics of which there are fewer and fewer. This is a FANTASTIC time to be an American! KEEP AMERICA GREAT!,,,,,
0, A poll should be done on which is the more dishonest and deceitful newspaper the Failing New York Times or the Amazon (lobbyist) Washington Post! They are both a disgrace to our Country the Enemy of the People but I just can’t seem to figure out which is worse? The good.....,,,,,
1, .....news is that at the end of 6 years after America has been made GREAT again and I leave the beautiful White House (do you think the people would demand that I stay longer? KEEP AMERICA GREAT) both of these horrible papers will quickly go out of business &amp; be forever gone!,,,,,
2, .....saying enough. Democrat voters want to hear the politicians talking about issues. This is a huge distraction and will only help Donald Trump get elected.” @JedediahBila  “Greatest President since Ronald Reagan” said a counter-protester. LehighValleyLive,,,,,
2, Yesterday was the Radical Left Democrats big Impeachment day. They worked so hard to make it something really big and special but had one problem - almost nobody showed up. “The Media admits low turnout for anti-Trump rallies.” @FoxNews  “All around the Country people are.......,,,,,
1, Congratulations to great guy Pete Hegseth and wonderful Jenny Cunningham on their engagement. They will have a fantastic life together! @foxandfriends,,,,,
2, ....More and more states want to do this but their governors and leaders don’t have the courage to do so. The politics will soon mandate however because people from California &amp; all over the land are demanding that Sanctuary Cities be GONE. No illegals Drugs or Trafficking!,,,,,
0, Florida Governor Ron DeSantis just signed Bill banning Sanctuary Cities in State &amp; forcing all law enforcement agencies to cooperate with Federal Immigration authorities. Bill prohibits local Gov’t from enacting Sanctuary policies that protect undocumented immigrants...@FoxNews,,,,,
0, .....ALSO NOT TRUE! Anything goes with our Corrupt News Media today. They will do or say whatever it takes with not even the slightest thought of consequence! These are true cowards and without doubt THE ENEMY OF THE PEOPLE!,,,,,
1, Do you believe that the Failing New York Times just did a story stating that the United States is substantially increasing Cyber Attacks on Russia. This is a virtual act of Treason by a once great paper so desperate for a story any story even if bad for our Country.....,,,,,
0, ....misleading in that I personally spent only a small fraction of that time doing interviews. I do have a few other things to do you know!). Think I will do many more Network Interviews as I did in 2016 in order to get the word out that no President has done what I have in...,,,,,
2, .....the first 2 1/2 years of his Presidency including the fact that we have one of the best Economies in the history of our Country. It is called Earned Media. In any event enjoy the show!,,,,,
2, I enjoyed my interview with @GStephanopoulos on @ABC. So funny to watch the Fake News Media try to dissect &amp; distort every word in as negative a way as possible. It will be aired on Sunday night at 8:00 P.M. and is called “President Trump: 30 Hours” (which is somewhat....,,,,,
2, .....the first 2 1/2 years of his Presidency including the fact that we have one of the best Economies in the history of our Country. It is called Earned Media. In any event enjoy the show!,,,,,
0, ....misleading in that I personally spent only a small fraction of that time doing interviews. I do have a few other things to do you know!). Think I will do many more Network Interviews as I did in 2016 in order to get the word out that no President has done what I have in...,,,,,
0, I enjoyed my interview with @GStephanopoulos on @abcnews. So funny to watch the Fake News Media try to dissect &amp; distort every word in as negative a way as possible. It will be aired on Sunday night at 8:00 P.M. and is called “President Trump: 30 Hours” (which is somewhat....,,,,,
1, He is a national disgrace who is destroying the City of London! https://t.co/l3qcUS17jh,,,,,
2, RT @PressSec: I am blessed and forever grateful to @realDonaldTrump for the opportunity to serve and proud of everything he’s accomplished.…,,,,,
1, The Corrupt News Media is totally out of control - they have given up and don’t even care anymore. Mainstream Media has ZERO CREDIBILITY - TOTAL LOSERS!,,,,,
1, https://t.co/jlmmOCxk9H,,,,,
1, LONDON needs a new mayor ASAP. Khan is a disaster - will only get worse! https://t.co/n7qKI3BbD2,,,,,
1, Thank you Steve &amp; family! https://t.co/1lgfJjHRfH,,,,,
0, RT @SteveScalise: For weeks Republicans have asked for an emergency funding bill to help fix the worsening border crisis. Immediate action…,,,,,
2, The Trump Economy is setting records and has a long way up to go....However if anyone but me takes over in 2020 (I know the competition very well) there will be a Market Crash the likes of which has not been seen before! KEEP AMERICA GREAT,,,,,
2, “President Trump to launch 2020 Campaign in Florida!”  @foxandfriends  Tuesday will be a Big Crowd and Big Day!,,,,,
1, All in for Senator Steve Daines as he proposes an Amendment for a strong BAN on burning our American Flag. A no brainer!,,,,,
2, Despite the Greatest Presidential Harassment of all time by people that are very dishonest and want to destroy our Country we are doing great in the Polls even better than in 2016 and will be packed at the Tuesday Announcement Rally in Orlando Florida. KEEP AMERICA GREAT!,,,,,
2, RT @DanScavino: Dems will keep their (embarrassing) games going on here in THE SWAMP until 2020 because they hate Trump &amp; they think it hel…,,,,,
1, RT @DanScavino: President @realDonaldTrump stayed after his commencement speech at the @AF_Academy in Colorado Springs this past Thursday t…,,,,,
2, RT @DanScavino: .@realDonaldTrump stops by for an impromptu photo with local school kids in Ireland who were hoping to catch a glimpse of…,,,,,
0, RT @DanScavino: As the worst Mayor in the history of New York City manages his bucket list in Iowa — he also remains steady at ZERO PERCENT…,,,,,
2, RT @DanScavino: https://t.co/85xnJ7mpp7,,,,,
2, RT @DanScavino: NEVER GETS OLD....https://t.co/SJQE8zxoCm,,,,,
1, RT @WhiteHouse: NEXT UP: President @realDonaldTrump speaks on expanding health coverage options for small businesses &amp; workers. https://t.c…,,,,,
1, RT @TeamTrump: Today President @realDonaldTrump spoke on expanding health coverage options for American small businesses &amp; workers.Presi…,,,,,
0, RT @CLewandowski_: Great to see a strong showing in NH for @realDonaldTrump on his Birthday.  Happy Birthday @realDonaldTrump https://t.co/…,,,,,
1, “With over a 50% Approval Rating at this point in his Presidency analysts believe re-election in 2020 looks (very) promising!” @OANN  Hey we have accomplished more than any President in the first 2 1/2 years WHY NOT?,,,,,
2, “The latest Polls find 51% of Americans approve of President Trump’s Job Performance. Last month a Democrat Pollster said President Trump’s approval rating has been the most steady of any President in history!” @OANN,,,,,
1, RT @WhiteHouse: Opioid addiction can happen to anyone—and we must work together to fight the stigma and save lives says @Surgeon_General J…,,,,,
2, RT @FLOTUS: We must never forget the lives lost and heroic actions made by so many on D-Day in Normandy France. https://t.co/Uhl3VUPleq,,,,,
2, RT @FLOTUS: Great to welcome back President Duda &amp; Mrs. Kornhauser-Duda of Poland at the @WhiteHouse today! https://t.co/A3UxqNUqzn,,,,,
1, RT @FLOTUS: Yesterday we honored the incredible friendship between the United States and Poland and celebrated our proud Polish-American c…,,,,,
1, RT @FLOTUS: This Administration remains committed to the fight against the opioid epidemic. Thank you to all who participated in this week’…,,,,,
2, RT @marcorubio: This account is really off-base. MLB meeting with @potus wasn’t about resurrecting the old dealit was about a new &amp; much m…,,,,,
1, RT @marcorubio: And yesterday’s attack on a civilian airport in #SaudiArabia by the Houthis using cruise missiles supplied by #IRGC should…,,,,,
1, RT @marcorubio: Not just the intelligence shows Iran was behind gulf attackscommon sense does too. It is a fact that only the #IRGC Navy…,,,,,
2, RT @marcorubio: Here is video of #IRGC navy returning to the scene of the crime to erase evidence by removing an unexploded Limpet mine fro…,,,,,
1," RT @hughhewitt: ""It may be the single biggest political crime in the history of the United States"" @realDonaldTrump says about #Spygate. ""E…",,,,,
2, RT @TomFitton: Tom Fitton: If There's Anything Watergate-Related it's the Obama Admin's Actions Targeting @realDonaldTrump - @JudicialWatc…,,,,,
0, RT @TomFitton: 4 FBI witness interview reports are “missing” along with the notes of a meeting between the FBI and the intelligence commun…,,,,,
1, RT @TomFitton: As Pelosi House slithers towards impeachment of @RealDonaldTrump Mueller Report exposed as lying hit job on Trump.  @Judici…,,,,,
1, RT @TomFitton: Coup Update: Bruce Ohr gets $28k bonus in middle of Russiagate spying on @RealDonaldTrump -- and then gets a raise AFTER he…,,,,,
2, RT @TomFitton: Obama-Clinton-Russia:  The REAL Collusion Scandal; Docs Show Obama State Dept. Launders Steele Dossier to Target @realDonald…,,,,,
1, ....While Pennsylvania is BOOMING I don’t want there to be even a little glitch in Coatesville – every job counts. I want Lockhead to BOOM along with it!,,,,,
1, Just spoke to Marillyn Hewson CEO of @LockheedMartin about continuing operations for the @Sikorsky in Coatesville Pennsylvania. She will be taking it under advisement and will be  making a decision soon....,,,,,
0, RT @RepMarkMeadows: This week President Trump was able to do something no one else could: get the left to care about foreign intel in our e…,,,,,
0, Thank you @senatemajldr Mitch McConnell for understanding the Democrats game of not playing it straight on the ridiculous Witch Hunt Hoax in the Senate. Cryin’ Chuck will never stop. Did Senator @MarkWarner ever report speaking to a Russian!?,,,,,
2, Thank you @senatemajldr Mitch McConnell for understanding the Democrats game of not playing it straight on the ridiclious Witch Hunt Hoax in the Senate. Cryin’ Chuck will never stop. Did Senator @MarkWarner ever report speaking to a Russian!?,,,,,
1, Thank you Senator @MarshaBlackburn for fighting obstructionist Democrats led by Cryin' Chuck Schumer. Democrats continue to look for a do-over on the Mueller Report and will stop at nothing to distract the American people from the great accomplishments of this Administration!,,,,,
2, The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #MAGA https://t.co/e36YM4QCEx,,,,,
0, Announcing great expanded HRAs—big win for small employers and workers. This is a fantastic plan! My Administration has worked very hard on creating more affordable health coverage. https://t.co/DQbUfGJc1I,,,,,
2, The Radical Left Dems are working hard but THE PEOPLE are much smarter. Working hard thank you! https://t.co/KDHH5jYbGV,,,,,
0, HAPPY BIRTHDAY to our GREAT @USArmy. America loves you! #ArmyBday https://t.co/MyypBVGMoW,,,,,
0, RT @WhiteHouse: https://t.co/c40BQpZFtW,,,,,
1, I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy! @FoxNews,,,,,
0, Natalie Harp fighting Stage 2 Cancer and doing really well was a GREAT guest on @foxandfriends. Right To Try is producing some truly spectacular results. Proud of Natalie!,,,,,
0, Thank you Jason Chaffetz! #MAGA https://t.co/sz6LiPXez6,,,,,
2, Today we announced vital new actions that we are taking to help former inmates find a job live a crime-free life and succeed beyond their dreams....https://t.co/BBQ8gpFunJ,,,,,
1, After 3 1/2 years our wonderful Sarah Huckabee Sanders will be leaving the White House at the end of the month and going home to the Great State of Arkansas....,,,,,
1, ....She is a very special person with extraordinary talents who has done an incredible job! I hope she decides to run for Governor of Arkansas - she would be fantastic. Sarah thank you for a job well done!,,,,,
0, It is the assessment of the U.S. government that Iran is responsible for today's attacks in the Gulf of Oman....@StateDept @SecPompeo https://t.co/sTIB0p1kCE,,,,,
0, While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei I personally feel that it is too soon to even think about making a deal. They are not ready and neither are we!,,,,,
0, While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei I personally feel that it is too soon to even think about making a deal. They are not ready and neither are we!,,,,,
0, They’ve been wrong all along! https://t.co/z5tSV2JLEf,,,,,
0, ....and other really bad people SPIED ON MY CAMPAIGN! They even had an “insurance policy” just in case Crooked Hillary Clinton and the Democrats lost their race for the Presidency! This is the biggest &amp; worst political scandal in the history of the United States of America. Sad!,,,,,
1, ....which he is a member. When @RepAdamSchiff took calls from another person also very successfully purporting to be a Russian Operative did he call the FBI or even think to call the FBI? NO! The fact is that the phony Witch Hunt is a giant scam where Democrats...,,,,,
1, When Senator @MarkWarnerVA spoke at length and in great detail about extremely negative information on me with a talented entertainer purporting to be a Russian Operative did he immediately call the FBI? NO in fact he didn’t even tell the Senate Intelligence Committee of....,,,,,
2, I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.) the Prince of Wales the P.M. of the United Kingdom the P.M. of Ireland the President of France and the President of Poland. We talked about “Everything!” Should I immediately....,,,,,
2, ....call the FBI about these calls and meetings? How ridiculous! I would never be trusted again. With that being said my full answer is rarely played by the Fake News Media. They purposely leave out the part that matters.,,,,,
2, .....call the FBI about these calls and meetings? How ridiculous! I would never be trusted again. With that being said my full answer is rarely played by the Fake News Media. They purposely leave out the part that matters.,,,,,
2, I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.) the Prince of Whales the P.M. of the United Kingdom the P.M. of Ireland the President of France and the President of Poland. We talked about “Everything!” Should I immediately.....,,,,,
2, The Dems fight us at every turn - in the meantime they are accomplishing nothing for the people! They have gone absolutely “Loco” or Unhinged as they like to say!,,,,,
2, ....is not Constitutionally Permissable.” Alan Dershowitz Constitutional Lawyer,,,,,
1, “Congress cannot Impeach President Trump (did nothing wrong) because if they did they would be putting themselves above the law. The Constitution provides criteria for Impeachment - treason bribery high crimes &amp;  misdemeanors. Unless there is compelling evidence Impeachment...,,,,,
2, .....much tougher game than the Republicans did when they had the House Majority. Republicans will remember! “This has already been argued before the U.S. Supreme Court but the House doesn’t want to wait. This is a common thread between all of the Committees - do whatever you...,,,,,
0, ....can to embarrass the Trump Administration (and Republicans) attack the Trump Administration. This is campaigning by the Dems.” Attorney David Bruno. So true! In the meantime they are getting NO work done on Drug Pricing Infrastructure &amp; many other things.,,,,,
2, Unrelated to Russia Russia Russia (although the Radical Left doesn’t use the name Russia anymore since the issuance of the Mueller Report) House Committee now plays the seldom used “Contempt” card on our great A.G. &amp; Sec. of Commerce - this time on the Census. Dems play a.....,,,,,
1, General Michael Flynn the 33 year war hero who has served with distinction has not retained a good lawyer he has retained a GREAT LAWYER Sidney Powell. Best Wishes and Good Luck to them both!,,,,,
1, “It’s about peace and Prosperity that’s how Republican Presidents get elected and this President has delivered on the Economy and he’s delivered on keeping America Stronger &amp; Safer. Our biggest enemy is not any one of these Democrats it’s the Media.” John McLaughlin pollster,,,,,
2, “Biden would be China’s Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with America’s manufacturers &amp; workers getting shafted. He has Zero Credibility!” @IngrahamAngle  So true!,,,,,
0, “It’s about peace and Properity that’s how Republican Presidents get elected and this President has delivered on the Economy and he’s delivered on keeping America Stronger and Safer. Our biggest enemy is not any one of these Democrats it’s the Media.” John McLaughlin pollster,,,,,
1, “Biden would be America’s Dream Candidate because there would be no more Tariffs no more demands that China stop stealing our IP things would go back to the old days with America’s manufacturers &amp; workers getting shafted. He has Zero Credibility!” @IngrahamAngle  So true!,,,,,
2, Thank you very much! https://t.co/UOeTBUqfhE,,,,,
2, is = if (Spell)! Not like Chris. https://t.co/wBIGo2ffzB,,,,,
0, RT @WhiteHouse: Tonight's 1600 Daily looks at how President @realDonaldTrump is delivering on his promise to roll back the regulation that…,,,,,
1, Two Fantastic People! My friends from the very beginning. Thank you D&amp;S. https://t.co/XmyedA1WZL,,,,,
1, Our Farmers deserve this they are GREAT! https://t.co/0dFkx0vUkl,,,,,
0, RT @WhiteHouse: President @realDonaldTrump and @FLOTUS will welcome Polish President @andrzejduda and Mrs. Agata Kornhauser-Duda for their…,,,,,
2, Thank you! https://t.co/tagXwv2imY,,,,,
2, RT @VP: President @realDonaldTrump made the opioid crisis a primary focus of his administration. Today I am in Montana to further our supp…,,,,,
2, Michael Whatley has been with us right from the beginning. A great Leader and @NCGOP Chairman! https://t.co/XQvnK9LD8R,,,,,
2, RT @mike_pence: The American people will continue to be drawn to @realDonaldTrump's consistent conservative leadership - and I couldn't be…,,,,,
0, RT @mike_pence: Great event this afternoon in Billings supporting @SteveDaines! Montana needs 4 more years of @realdonaldtrump in the White…,,,,,
1, It was a pleasure to host my friends President Andrzej Duda and Mrs. Agata Kornhauser-Duda of Poland at the @WhiteHouse today. U.S.-Poland ties are at an all-time high. Thank you for being such an exemplary Ally! https://t.co/tvhHIpsrFo,,,,,
2, The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. Their new weapon of choice is Fake Polling sometimes referred to as Suppression Polls (they suppress the numbers). Had it in 2016 but this is worse.....,,,,,
2, .....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which by the way and despite the phony and never ending Witch Hunt are the best numbers WE have ever had. They reported Fake numbers that they made up &amp; don’t even exist. WE WILL WIN AGAIN!,,,,,
1, Wow! Just got word that our June 18th Tuesday ANNOUNCEMENT in Orlando Florida already has 74000 requests for a 20000 seat Arena. With all of the big events that we have done this ticket looks to be the “hottest” of them all. See you in Florida!,,,,,
1, RT @realDonaldTrump: Despite the Phony Witch Hunt we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745,,,,,
2, .....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which by the way and despite the phony and never ending Witch Hunt are the best numbers WE have ever had. They reported Fake numbers that they made up &amp; don’t even exist. WE WILL WIN AGAIN!,,,,,
2, The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. There new weapon of choice is Fake Polling sometimes referred to as Suppression Polls (they suppress the numbers). Had it in 2016 but this is worse.........,,,,,
1, Wow! Just got word that our June 18th Tuesday ANNOUNCEMENT in Orlando Florida already has 74000 requests for a 20000 seat Arena. With all of the big events that we have done this tickets looks to be the “hottest” of them all. See you in Florida!,,,,,
1, “Someone should call Obama up. The Obama Administration spied on a rival presidential campaign using Federal Agencies. I mean that seems like a headline to me?” @TuckerCarlson  It will all start coming out and the Witch Hunt will end. Presidential Harassment!,,,,,
1, Beautiful afternoon in Iowa. Thank you to all of our Nation’s Farmers. May God bless you and may God Bless America! https://t.co/VYA2bSzMWf,,,,,
1, “Trump administration gives final approval for year-round E15 use” https://t.co/WPrDiyfpIW,,,,,
1, Today here in Iowa we honor America’s cherished farming heritage. We salute your commitment to American Energy Independence — and we celebrate the bright future we are forging together powered by clean affordable AMERICAN ETHANOL! https://t.co/WhuPwrETYk,,,,,
0, On my way to Iowa - just heard nearly 1000 agriculture groups signed a letter urging Congress to approve the USMCA. Our Patriot Farmers &amp; rural America have spoken! Now Congress must do its job &amp; support these great men and women by passing the bipartisan USMCA Trade Agreement!,,,,,
1, “Why did the Democrats run if they didn’t want to do things?” @SenRickScott,,,,,
2, Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!,,,,,
2, ....If Mexico produces (which I think they will). Biggest part of deal with Mexico has not yet been revealed! China is similar except they devalue currency and subsidize companies to lessen effect of 25% Tariff. So far little effect to consumer. Companies will relocate to U.S.,,,,,
2, ...Companies to come to the U.S.A and to get companies that have left us for other lands to come back home. We stupidly lost 30% of our auto business to Mexico. If the Tariffs went on at the higher level they would all come back and pass. But very happy with the deal I made...,,,,,
2, Maria Dagan Steve Stuart V - When you are the big “piggy bank” that other countries have been ripping off for years (to a level that is not to be believed) Tariffs are a great negotiating tool a great revenue producers and  most importantly a powerful way to get......,,,,,
1, This is because the Euro and other currencies are devalued against the dollar putting the U.S. at a big disadvantage. The Fed Interest rate way too high added to ridiculous quantitative tightening! They don’t have a clue! https://t.co/0CpnUzJqB9,,,,,
2, The United States has VERY LOW INFLATION a beautiful thing!,,,,,
1, This is because the Euro and other currencies are devalued against the dollar putting the U.S. at a big disadvantage. The Fed Interest rate way to high added to ridiculous quantitative tightening! They don’t have a clue! https://t.co/0CpnUzJqB9,,,,,
1, RT @bopinion: European landmarks have a question they desperately need answering: How do you stop the tourists from coming? https://t.co/7R…,,,,,
2, Sad when you think about it but Mexico right now is doing more for the United States at the Border than the Democrats in Congress! @foxandfriends,,,,,
1, PRESIDENTIAL HARASSMENT!,,,,,
1, ....investigation in the Senate. They can talk to John Dean until the cows come home we’re not doing anything in the Senate regarding the Mueller Report. We are going to harden our Infrastructure against 2020!” @LindseyGrahamSC,,,,,
1, “Mueller has spoken. He found No Collusion between the Trump Campaign and the Russians. The bottom line is what the Democrat House is doing is trying to destroy the Trump Presidency (which has been a tremendous success) and I can assure you that we’re done with the Mueller......,,,,,
2, “Jerry Nadler’s Trump Bashing Show Is A Bust.” Headline New York Post. @foxandfriends  The Greatest Witch Hunt of all time continues. All crimes were by the other side but the Committee refuses to even take a look. Deleting 33000 Emails is the real Obstruction - and much more!,,,,,
0, New book just out “The Real Deal My Decade Fighting Battles and Winning Wars With Trump” is really wonderful. It is written by two people who are very smart &amp; know me well George Sorial &amp; Damian Bates as opposed to all the books where the author has no clue who I am. ENJOY!,,,,,
1, #AmericaFIRST #MAGA🇺🇸 https://t.co/Ae51wFELD0,,,,,
1, https://t.co/RRcP8ZDy1e,,,,,
1, https://t.co/V8TxJ3KVLZ,,,,,
1, Despite the Phony Witch Hunt we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745,,,,,
1, Congratulations to the 2019 Indianapolis 500 Winner @IMS @SimonPagenaud and @Team_Penske! @IndyCar🏆🏁 https://t.co/uxhfbhJ2p0,,,,,
0, I have been briefed on the helicopter crash in New York City. Phenomenal job by our GREAT First Responders who are currently on the scene. THANK YOU for all you do 24/7/365! The Trump Administration stands ready should you need anything at all.,,,,,
0, Can’t believe they are bringing in John Dean the disgraced Nixon White House Counsel who is a paid CNN contributor. No Collusion - No Obstruction! Democrats just want a do-over which they’ll never get!,,,,,
2, Thank you @MarkLevinShow and John Eastman! https://t.co/PsoyEVynjT,,,,,
1, RT @VP: .@POTUS’ strong stand got Mexico to do things they have never done before: 6000 National Guard at their southern border immigrati…,,,,,
1, https://t.co/2O43Na2Nmr,,,,,
1, https://t.co/TwLPmiAB78,,,,,
2, When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is a FRAUD and nothing more than a badly reported “hit job” on me something that has been going on since the first day I announced for the presidency! Sick Journalism,,,,,
1, We have fully signed and documented another very important part of the Immigration and Security deal with Mexico one that the U.S. has been asking about getting for many years. It will be revealed in the not too distant future and will need a vote by Mexico’s Legislative body!..,,,,,
1, ....We do not anticipate a problem with the vote but if for any reason the approval is not forthcoming Tariffs will be reinstated!,,,,,
2, RT @realDonaldTrump: Twitter should let the banned Conservative Voices back onto their platform without restriction. It’s called Freedom o…,,,,,
2, RT @realDonaldTrump: If President Obama made the deals that I have made both at the Border and for the Economy the Corrupt Media would be…,,,,,
2, RT @realDonaldTrump: For two years all the Democrats talked about was the Mueller Report because they knew that it was loaded up with 13 A…,,,,,
1, RT @realDonaldTrump: ....No Obstruction. The Dems were devastated - after all this time and money spent ($40000000) the Mueller Report w…,,,,,
0, RT @realDonaldTrump: The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingl…,,,,,
2, Now with our new deal Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact the Democrats are doing NOTHING they want Open Borderswhich means Illigal Immigration Drugs and Crime.,,,,,
1, RT @larryelder: The Trump-hating media/dems now face a YUGE dilemma--how NOT to give @realDonaldTrump credit.#MexicoCavesAfterTariffThrea…,,,,,
1," RT @BreitbartNews: .@senronjohnson: ""I called the Mexican ambassador and said regardless of what you read in the press understand if the p…",,,,,
0, RT @mitchellvii: Next we get to watch the Democrat Civil War between the Socialists and the Establishment during the debates in a race to s…,,,,,
1," RT @mitchellvii: Trump wins historic landslide election.Democrats - ""Russia did it.""Trump sets economic records.Democrats - ""Obama di…",,,,,
1, RT @charliekirk11: It’s amazing to see Democrats within a span of 2 days go from being against Trump’s tariffs on Mexico to now being again…,,,,,
2, RT @RealCandaceO: Black America has been destroyed by liberal policies a liberal media and a liberal stranglehold on culture. Democrats…,,,,,
0, RT @TheRightMelissa: @realDonaldTrump For the few conservatives they have left on twitter is engaged in shadow banning of conservative con…,,,,,
2, RT @SecAzar: I’m pleased to announce that as a result of discussions between the Trump Administration and Gilead Sciences Inc. Gilead has…,,,,,
1, RT @SecAzar: The agreement will provide pre-exposure prophylaxis (PrEP) to treat individuals who are at risk for HIV and who are uninsured…,,,,,
1, RT @SecAzar: Under @POTUS’s leadership @HHSgov worked with Gilead to secure preventative medication for uninsured individuals at risk for…,,,,,
1, RT @SecAzar: The majority of Americans who are at risk and who could protect themselves with PrEP are still not receiving the medication. T…,,,,,
2, RT @SecAzar: Read more about the announcement here: https://t.co/fKZBchzJCh #HIV #EndHIVEpidemic,,,,,
0, The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingly false and untrue bad reporting and the paper is embarrassed by it. The only problem is that they knew it was Fake News before it went out. Corrupt Media!,,,,,
1, For two years all the Democrats talked about was the Mueller Report because they knew that it was loaded up with 13 Angry Democrat Trump Haters later increased to 18. But despite the bias when the Report came out the findings were No Collusion and facts that led to........,,,,,
1, ....No Obstruction. The Dems were devastated - after all this time and money spent ($40000000) the Mueller Report was a disaster for them. But they want a Redo or Do Over. They are even bringing in @CNN sleazebag attorney John Dean. Sorry no Do Overs - Go back to work!,,,,,
2, RT @RepDougCollins: Our Border Patrol agents are superheroes dealing with the border crisis every day. They are doing their job and it's t…,,,,,
2, If President Obama made the deals that I have made both at the Border and for the Economy the Corrupt Media would be hailing them as Incredible &amp; a National Holiday would be immediately declared. With me despite our record setting Economy and all that I have done no credit!,,,,,
2, Twitter should let the banned Conservative Voices back onto their platform without restriction. It’s called Freedom of Speech remember. You are making a Giant Mistake!,,,,,
2, Another false report in the Failing  @nytimes. We have been trying to get some of these Border Actions for a long time as have other administrations but were not able to get them or get them in full until our signed agreement with Mexico. Additionally and for many years....,,,,,
1, .....Mexico was not being cooperative on the Border in things we had or didn’t have and now I have full confidence especially after speaking to their President yesterday that they will be very cooperative and want to get the job properly done. Importantly some things.....,,,,,
2, .....not mentioned in yesterday press release one in particular were agreed upon. That will be announced at the appropriate time. There is now going to be great cooperation between Mexico &amp; the USA something that didn’t exist for decades. However if for some unknown reason...,,,,,
1, .....there is not we can always go back to our previous very profitable position of Tariffs - But I don’t believe that will be necessary. The Failing @nytimes &amp; ratings challenged @CNN will do anything possible to see our Country fail! They are truly The Enemy of the People!,,,,,
2, RT @realDonaldTrump: I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs s…,,,,,
1, RT @realDonaldTrump: ....stem the tide of Migration through Mexico and to our Southern Border. This is being done to greatly reduce or el…,,,,,
1, RT @realDonaldTrump: MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,,,,,
2, I know it is not at all “Presidential” to hit back at the Corrupt Media or people who work for the Corrupt Media when they make false statements about me or the Trump Administration. Problem is if you don’t hit back people believe the Fake News is true. So we’ll hit back!,,,,,
